name,price,link,stock_availability,rating
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,https://books.toscrape.com/isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html,In stock,Five
If I Stay (If I Stay #1),38.13,https://books.toscrape.com/if-i-stay-if-i-stay-1_379/index.html,In stock,Five
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,https://books.toscrape.com/i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html,In stock,Two
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,https://books.toscrape.com/harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html,In stock,One
"Fruits Basket, Vol. 5 (Fruits Basket #5)",16.33,https://books.toscrape.com/fruits-basket-vol-5-fruits-basket-5_376/index.html,In stock,One
Foundation (Foundation (Publication Order) #1),32.42,https://books.toscrape.com/foundation-foundation-publication-order-1_375/index.html,In stock,One
Fool Me Once,16.96,https://books.toscrape.com/fool-me-once_374/index.html,In stock,One
Find Her (Detective D.D. Warren #8),22.37,https://books.toscrape.com/find-her-detective-dd-warren-8_373/index.html,In stock,One
Evicted: Poverty and Profit in the American City,42.27,https://books.toscrape.com/evicted-poverty-and-profit-in-the-american-city_372/index.html,In stock,One
Drama,38.70,https://books.toscrape.com/drama_371/index.html,In stock,Two
Dracula the Un-Dead,35.63,https://books.toscrape.com/dracula-the-un-dead_370/index.html,In stock,Five
Digital Fortress,58.00,https://books.toscrape.com/digital-fortress_369/index.html,In stock,Five
"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,https://books.toscrape.com/death-note-vol-5-whiteout-death-note-5_368/index.html,In stock,One
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,https://books.toscrape.com/data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html,In stock,Three
Critique of Pure Reason,20.75,https://books.toscrape.com/critique-of-pure-reason_366/index.html,In stock,One
Booked,17.49,https://books.toscrape.com/booked_365/index.html,In stock,Five
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,https://books.toscrape.com/blue-lily-lily-blue-the-raven-cycle-3_364/index.html,In stock,Five
Approval Junkie: Adventures in Caring Too Much,58.81,https://books.toscrape.com/approval-junkie-adventures-in-caring-too-much_363/index.html,In stock,Five
An Abundance of Katherines,10.00,https://books.toscrape.com/an-abundance-of-katherines_362/index.html,In stock,Five
America's War for the Greater Middle East: A Military History,51.22,https://books.toscrape.com/americas-war-for-the-greater-middle-east-a-military-history_361/index.html,In stock,Two
Alight (The Generations Trilogy #2),58.59,https://books.toscrape.com/alight-the-generations-trilogy-2_360/index.html,In stock,Four
A Girl's Guide to Moving On (New Beginnings #2),31.30,https://books.toscrape.com/a-girls-guide-to-moving-on-new-beginnings-2_359/index.html,In stock,One
A Game of Thrones (A Song of Ice and Fire #1),46.42,https://books.toscrape.com/a-game-of-thrones-a-song-of-ice-and-fire-1_358/index.html,In stock,Two
A Feast for Crows (A Song of Ice and Fire #4),17.21,https://books.toscrape.com/a-feast-for-crows-a-song-of-ice-and-fire-4_357/index.html,In stock,Four
A Clash of Kings (A Song of Ice and Fire #2),10.79,https://books.toscrape.com/a-clash-of-kings-a-song-of-ice-and-fire-2_356/index.html,In stock,Three
Vogue Colors A to Z: A Fashion Coloring Book,52.35,https://books.toscrape.com/vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html,In stock,Four
The Shining (The Shining #1),27.88,https://books.toscrape.com/the-shining-the-shining-1_354/index.html,In stock,Three
The Pilgrim's Progress,50.26,https://books.toscrape.com/the-pilgrims-progress_353/index.html,In stock,Two
The Perfect Play (Play by Play #1),59.99,https://books.toscrape.com/the-perfect-play-play-by-play-1_352/index.html,In stock,Three
The Passion of Dolssa,28.32,https://books.toscrape.com/the-passion-of-dolssa_351/index.html,In stock,Five
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,https://books.toscrape.com/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html,In stock,Three
The Hunger Games (The Hunger Games #1),29.85,https://books.toscrape.com/the-hunger-games-the-hunger-games-1_349/index.html,In stock,Five
The Hound of the Baskervilles (Sherlock Holmes #5),14.82,https://books.toscrape.com/the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html,In stock,Two
The Gunning of America: Business and the Making of American Gun Culture,16.81,https://books.toscrape.com/the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html,In stock,Four
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,https://books.toscrape.com/the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html,In stock,Two
The Demonists (Demonist #1),52.11,https://books.toscrape.com/the-demonists-demonist-1_345/index.html,In stock,Two
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,https://books.toscrape.com/the-demon-prince-of-momochi-house-vol-4-the-demon-prince-of-momochi-house-4_344/index.html,In stock,Two
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,https://books.toscrape.com/the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/index.html,In stock,Three
The Beast (Black Dagger Brotherhood #14),46.08,https://books.toscrape.com/the-beast-black-dagger-brotherhood-14_342/index.html,In stock,Five
Some Women,13.73,https://books.toscrape.com/some-women_341/index.html,In stock,Five
Shopaholic Ties the Knot (Shopaholic #3),48.39,https://books.toscrape.com/shopaholic-ties-the-knot-shopaholic-3_340/index.html,In stock,Five
Paper and Fire (The Great Library #2),49.45,https://books.toscrape.com/paper-and-fire-the-great-library-2_339/index.html,In stock,Five
Outlander (Outlander #1),19.67,https://books.toscrape.com/outlander-outlander-1_338/index.html,In stock,Five
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,https://books.toscrape.com/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html,In stock,Three
No One Here Gets Out Alive,20.02,https://books.toscrape.com/no-one-here-gets-out-alive_336/index.html,In stock,Five
Night Shift (Night Shift #1-20),12.75,https://books.toscrape.com/night-shift-night-shift-1-20_335/index.html,In stock,Four
Needful Things,47.51,https://books.toscrape.com/needful-things_334/index.html,In stock,Four
Mockingjay (The Hunger Games #3),20.44,https://books.toscrape.com/mockingjay-the-hunger-games-3_333/index.html,In stock,Four
Misery,34.79,https://books.toscrape.com/misery_332/index.html,In stock,Two
Little Women (Little Women #1),28.07,https://books.toscrape.com/little-women-little-women-1_331/index.html,In stock,Four
It,25.01,https://books.toscrape.com/it_330/index.html,In stock,Three
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.90,https://books.toscrape.com/harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html,In stock,Three
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,https://books.toscrape.com/harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html,In stock,Four
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,https://books.toscrape.com/harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327/index.html,In stock,Four
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,https://books.toscrape.com/harry-potter-and-the-half-blood-prince-harry-potter-6_326/index.html,In stock,Five
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,https://books.toscrape.com/harry-potter-and-the-chamber-of-secrets-harry-potter-2_325/index.html,In stock,One
Gone with the Wind,32.49,https://books.toscrape.com/gone-with-the-wind_324/index.html,In stock,Three
God Is Not Great: How Religion Poisons Everything,27.80,https://books.toscrape.com/god-is-not-great-how-religion-poisons-everything_323/index.html,In stock,One
Girl With a Pearl Earring,26.77,https://books.toscrape.com/girl-with-a-pearl-earring_322/index.html,In stock,One
"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,https://books.toscrape.com/fruits-basket-vol-4-fruits-basket-4_321/index.html,In stock,Four
Far From True (Promise Falls Trilogy #2),34.93,https://books.toscrape.com/far-from-true-promise-falls-trilogy-2_320/index.html,In stock,Two
Dark Lover (Black Dagger Brotherhood #1),12.87,https://books.toscrape.com/dark-lover-black-dagger-brotherhood-1_319/index.html,In stock,One
Confessions of a Shopaholic (Shopaholic #1),48.94,https://books.toscrape.com/confessions-of-a-shopaholic-shopaholic-1_318/index.html,In stock,Two
Changing the Game (Play by Play #2),13.38,https://books.toscrape.com/changing-the-game-play-by-play-2_317/index.html,In stock,Three
Candide,58.63,https://books.toscrape.com/candide_316/index.html,In stock,Three
Can You Keep a Secret?,21.94,https://books.toscrape.com/can-you-keep-a-secret_315/index.html,In stock,One
Atlas Shrugged,26.58,https://books.toscrape.com/atlas-shrugged_314/index.html,In stock,Five
Animal Farm,57.22,https://books.toscrape.com/animal-farm_313/index.html,In stock,Three
A Walk to Remember,56.43,https://books.toscrape.com/a-walk-to-remember_312/index.html,In stock,One
A New Earth: Awakening to Your Life's Purpose,55.65,https://books.toscrape.com/a-new-earth-awakening-to-your-lifes-purpose_311/index.html,In stock,Five
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,https://books.toscrape.com/a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html,In stock,One
'Salem's Lot,49.56,https://books.toscrape.com/salems-lot_309/index.html,In stock,Four
Zero History (Blue Ant #3),34.77,https://books.toscrape.com/zero-history-blue-ant-3_308/index.html,In stock,One
Wuthering Heights,17.73,https://books.toscrape.com/wuthering-heights_307/index.html,In stock,Three
World War Z: An Oral History of the Zombie War,21.80,https://books.toscrape.com/world-war-z-an-oral-history-of-the-zombie-war_306/index.html,In stock,One
Wild: From Lost to Found on the Pacific Crest Trail,46.02,https://books.toscrape.com/wild-from-lost-to-found-on-the-pacific-crest-trail_305/index.html,In stock,Three
"Where'd You Go, Bernadette",18.13,https://books.toscrape.com/whered-you-go-bernadette_304/index.html,In stock,One
When You Are Engulfed in Flames,30.89,https://books.toscrape.com/when-you-are-engulfed-in-flames_303/index.html,In stock,Five
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,https://books.toscrape.com/we-the-people-the-modern-day-figures-who-have-reshaped-and-affirmed-the-founding-fathers-vision-of-america_302/index.html,In stock,Three
We Are All Completely Beside Ourselves,24.04,https://books.toscrape.com/we-are-all-completely-beside-ourselves_301/index.html,In stock,One
Walk the Edge (Thunder Road #2),32.36,https://books.toscrape.com/walk-the-edge-thunder-road-2_300/index.html,In stock,Three
Voyager (Outlander #3),21.07,https://books.toscrape.com/voyager-outlander-3_299/index.html,In stock,Five
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,https://books.toscrape.com/very-good-lives-the-fringe-benefits-of-failure-and-the-importance-of-imagination_298/index.html,In stock,Three
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,https://books.toscrape.com/vegan-vegetarian-omnivore-dinner-for-everyone-at-the-table_297/index.html,In stock,Two
"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,https://books.toscrape.com/unstuffed-decluttering-your-home-mind-and-soul_296/index.html,In stock,One
Under the Banner of Heaven: A Story of Violent Faith,30.00,https://books.toscrape.com/under-the-banner-of-heaven-a-story-of-violent-faith_295/index.html,In stock,One
Two Boys Kissing,32.74,https://books.toscrape.com/two-boys-kissing_294/index.html,In stock,Two
Twilight (Twilight #1),41.93,https://books.toscrape.com/twilight-twilight-1_293/index.html,In stock,Two
Twenties Girl,42.80,https://books.toscrape.com/twenties-girl_292/index.html,In stock,Two
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,https://books.toscrape.com/trespassing-across-america-one-mans-epic-never-done-before-and-sort-of-illegal-hike-across-the-heartland_291/index.html,In stock,One
Three-Martini Lunch,23.21,https://books.toscrape.com/three-martini-lunch_290/index.html,In stock,Three
"Thinking, Fast and Slow",21.14,https://books.toscrape.com/thinking-fast-and-slow_289/index.html,In stock,One
The Wild Robot,56.07,https://books.toscrape.com/the-wild-robot_288/index.html,In stock,Three
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,https://books.toscrape.com/the-wicked-the-divine-vol-3-commercial-suicide-the-wicked-the-divine_287/index.html,In stock,Three
The Undomestic Goddess,45.75,https://books.toscrape.com/the-undomestic-goddess_286/index.html,In stock,Four
The Travelers,15.77,https://books.toscrape.com/the-travelers_285/index.html,In stock,One
The Tipping Point: How Little Things Can Make a Big Difference,10.02,https://books.toscrape.com/the-tipping-point-how-little-things-can-make-a-big-difference_284/index.html,In stock,Two
The Thing About Jellyfish,48.77,https://books.toscrape.com/the-thing-about-jellyfish_283/index.html,In stock,One
The Stand,57.86,https://books.toscrape.com/the-stand_282/index.html,In stock,Two
The Smitten Kitchen Cookbook,23.59,https://books.toscrape.com/the-smitten-kitchen-cookbook_281/index.html,In stock,One
The Silkworm (Cormoran Strike #2),23.05,https://books.toscrape.com/the-silkworm-cormoran-strike-2_280/index.html,In stock,Five
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,https://books.toscrape.com/the-sandman-vol-3-dream-country-the-sandman-volumes-3_279/index.html,In stock,Five
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,https://books.toscrape.com/the-rose-the-dagger-the-wrath-and-the-dawn-2_278/index.html,In stock,Four
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,https://books.toscrape.com/the-road-to-little-dribbling-adventures-of-an-american-in-britain-notes-from-a-small-island-2_277/index.html,In stock,One
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,https://books.toscrape.com/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html,In stock,Three
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,https://books.toscrape.com/the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html,In stock,One
The Rest Is Noise: Listening to the Twentieth Century,34.77,https://books.toscrape.com/the-rest-is-noise-listening-to-the-twentieth-century_274/index.html,In stock,One
The Red Tent,35.66,https://books.toscrape.com/the-red-tent_273/index.html,In stock,Five
The Purpose Driven Life: What on Earth Am I Here for?,37.19,https://books.toscrape.com/the-purpose-driven-life-what-on-earth-am-i-here-for_272/index.html,In stock,Three
The Purest Hook (Second Circle Tattoos #3),12.25,https://books.toscrape.com/the-purest-hook-second-circle-tattoos-3_271/index.html,In stock,One
The Picture of Dorian Gray,29.70,https://books.toscrape.com/the-picture-of-dorian-gray_270/index.html,In stock,Two
The Paris Wife,36.80,https://books.toscrape.com/the-paris-wife_269/index.html,In stock,Three
The Obsession,45.43,https://books.toscrape.com/the-obsession_268/index.html,In stock,One
The Nightingale,26.26,https://books.toscrape.com/the-nightingale_267/index.html,In stock,Four
The New Guy (and Other Senior Year Distractions),44.92,https://books.toscrape.com/the-new-guy-and-other-senior-year-distractions_266/index.html,In stock,Three
The Nanny Diaries (Nanny #1),52.53,https://books.toscrape.com/the-nanny-diaries-nanny-1_265/index.html,In stock,Five
The Name of God is Mercy,37.25,https://books.toscrape.com/the-name-of-god-is-mercy_264/index.html,In stock,Two
The Maze Runner (The Maze Runner #1),20.93,https://books.toscrape.com/the-maze-runner-the-maze-runner-1_263/index.html,In stock,One
The Lover's Dictionary,58.09,https://books.toscrape.com/the-lovers-dictionary_262/index.html,In stock,Two
The Lonely Ones,43.59,https://books.toscrape.com/the-lonely-ones_261/index.html,In stock,Five
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,https://books.toscrape.com/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html,In stock,Three
The Last Painting of Sara de Vos,55.55,https://books.toscrape.com/the-last-painting-of-sara-de-vos_259/index.html,In stock,Two
"The Land of 10,000 Madonnas",29.64,https://books.toscrape.com/the-land-of-10000-madonnas_258/index.html,In stock,Four
The Infinities,27.41,https://books.toscrape.com/the-infinities_257/index.html,In stock,One
The Husband's Secret,52.51,https://books.toscrape.com/the-husbands-secret_256/index.html,In stock,Five
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.80,https://books.toscrape.com/the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255/index.html,In stock,Three
The Guns of August,14.54,https://books.toscrape.com/the-guns-of-august_254/index.html,In stock,Two
The Guernsey Literary and Potato Peel Pie Society,49.53,https://books.toscrape.com/the-guernsey-literary-and-potato-peel-pie-society_253/index.html,In stock,One
The Goldfinch,43.58,https://books.toscrape.com/the-goldfinch_252/index.html,In stock,Three
The Giver (The Giver Quartet #1),12.30,https://books.toscrape.com/the-giver-the-giver-quartet-1_251/index.html,In stock,One
The Girl with All the Gifts,49.47,https://books.toscrape.com/the-girl-with-all-the-gifts_250/index.html,In stock,Three
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,https://books.toscrape.com/the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html,In stock,Two
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,https://books.toscrape.com/the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3_248/index.html,In stock,One
The Exiled,43.45,https://books.toscrape.com/the-exiled_247/index.html,In stock,Three
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,https://books.toscrape.com/the-end-of-faith-religion-terror-and-the-future-of-reason_246/index.html,In stock,Four
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,https://books.toscrape.com/the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html,In stock,Four
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,https://books.toscrape.com/the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html,In stock,Five
The Devil Wears Prada (The Devil Wears Prada #1),44.29,https://books.toscrape.com/the-devil-wears-prada-the-devil-wears-prada-1_243/index.html,In stock,One
The Demon-Haunted World: Science as a Candle in the Dark,52.25,https://books.toscrape.com/the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html,In stock,Four
The Day the Crayons Came Home (Crayons),26.33,https://books.toscrape.com/the-day-the-crayons-came-home-crayons_241/index.html,In stock,Five
The Da Vinci Code (Robert Langdon #2),22.96,https://books.toscrape.com/the-da-vinci-code-robert-langdon-2_240/index.html,In stock,Two
The Cuckoo's Calling (Cormoran Strike #1),19.21,https://books.toscrape.com/the-cuckoos-calling-cormoran-strike-1_239/index.html,In stock,One
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,https://books.toscrape.com/the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html,In stock,Four
The Complete Poems,41.32,https://books.toscrape.com/the-complete-poems_237/index.html,In stock,Five
The Catcher in the Rye,24.55,https://books.toscrape.com/the-catcher-in-the-rye_236/index.html,In stock,One
The Cat in the Hat (Beginner Books B-1),16.26,https://books.toscrape.com/the-cat-in-the-hat-beginner-books-b-1_235/index.html,In stock,Two
The Case for Christ (Cases for Christianity),47.84,https://books.toscrape.com/the-case-for-christ-cases-for-christianity_234/index.html,In stock,One
The Book Thief,53.49,https://books.toscrape.com/the-book-thief_233/index.html,In stock,Two
The Book of Basketball: The NBA According to The Sports Guy,44.84,https://books.toscrape.com/the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html,In stock,Five
The Blind Side: Evolution of a Game,53.71,https://books.toscrape.com/the-blind-side-evolution-of-a-game_231/index.html,In stock,Five
The Autobiography of Malcolm X,23.43,https://books.toscrape.com/the-autobiography-of-malcolm-x_230/index.html,In stock,Two
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,https://books.toscrape.com/the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html,In stock,Three
The Art of Fielding,22.10,https://books.toscrape.com/the-art-of-fielding_228/index.html,In stock,One
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,https://books.toscrape.com/surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html,In stock,Two
Stiff: The Curious Lives of Human Cadavers,36.74,https://books.toscrape.com/stiff-the-curious-lives-of-human-cadavers_226/index.html,In stock,Three
Spilled Milk: Based on a True Story,49.51,https://books.toscrape.com/spilled-milk-based-on-a-true-story_225/index.html,In stock,One
Something Borrowed (Darcy & Rachel #1),48.96,https://books.toscrape.com/something-borrowed-darcy-rachel-1_224/index.html,In stock,Five
Something Blue (Darcy & Rachel #2),54.62,https://books.toscrape.com/something-blue-darcy-rachel-2_223/index.html,In stock,One
Soldier (Talon #3),24.72,https://books.toscrape.com/soldier-talon-3_222/index.html,In stock,Two
Shopaholic & Baby (Shopaholic #5),46.45,https://books.toscrape.com/shopaholic-baby-shopaholic-5_221/index.html,In stock,Two
Seven Days in the Art World,52.33,https://books.toscrape.com/seven-days-in-the-art-world_220/index.html,In stock,Two
Seven Brief Lessons on Physics,30.60,https://books.toscrape.com/seven-brief-lessons-on-physics_219/index.html,In stock,Four
Scarlet (The Lunar Chronicles #2),14.57,https://books.toscrape.com/scarlet-the-lunar-chronicles-2_218/index.html,In stock,Four
Sarah's Key,46.29,https://books.toscrape.com/sarahs-key_217/index.html,In stock,One
"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,https://books.toscrape.com/saga-volume-3-saga-collected-editions-3_216/index.html,In stock,Five
Running with Scissors,12.91,https://books.toscrape.com/running-with-scissors_215/index.html,In stock,Four
Rogue Lawyer (Rogue Lawyer #1),50.11,https://books.toscrape.com/rogue-lawyer-rogue-lawyer-1_214/index.html,In stock,Three
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,https://books.toscrape.com/rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html,In stock,Four
Rework,44.88,https://books.toscrape.com/rework_212/index.html,In stock,Two
Reservations for Two,11.10,https://books.toscrape.com/reservations-for-two_211/index.html,In stock,Three
Red: The True Story of Red Riding Hood,28.54,https://books.toscrape.com/red-the-true-story-of-red-riding-hood_210/index.html,In stock,Three
Ready Player One,19.07,https://books.toscrape.com/ready-player-one_209/index.html,In stock,Four
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,https://books.toscrape.com/quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html,In stock,One
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,https://books.toscrape.com/prodigy-the-graphic-novel-legend-the-graphic-novel-2_207/index.html,In stock,Three
Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,https://books.toscrape.com/persepolis-the-story-of-a-childhood-persepolis-1-2_206/index.html,In stock,One
Packing for Mars: The Curious Science of Life in the Void,56.68,https://books.toscrape.com/packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html,In stock,Two
Outliers: The Story of Success,14.16,https://books.toscrape.com/outliers-the-story-of-success_204/index.html,In stock,One
Original Fake,31.45,https://books.toscrape.com/original-fake_203/index.html,In stock,Three
Orange Is the New Black,24.61,https://books.toscrape.com/orange-is-the-new-black_202/index.html,In stock,Two
One for the Money (Stephanie Plum #1),32.87,https://books.toscrape.com/one-for-the-money-stephanie-plum-1_201/index.html,In stock,Two
Notes from a Small Island (Notes From a Small Island #1),40.17,https://books.toscrape.com/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html,In stock,One
Night (The Night Trilogy #1),13.51,https://books.toscrape.com/night-the-night-trilogy-1_199/index.html,In stock,One
Neither Here nor There: Travels in Europe,38.95,https://books.toscrape.com/neither-here-nor-there-travels-in-europe_198/index.html,In stock,Three
Naked,31.69,https://books.toscrape.com/naked_197/index.html,In stock,Three
Morning Star (Red Rising #3),29.40,https://books.toscrape.com/morning-star-red-rising-3_196/index.html,In stock,One
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,https://books.toscrape.com/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html,In stock,One
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,https://books.toscrape.com/midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html,In stock,Two
Me Talk Pretty One Day,57.60,https://books.toscrape.com/me-talk-pretty-one-day_193/index.html,In stock,Two
Manuscript Found in Accra,34.98,https://books.toscrape.com/manuscript-found-in-accra_192/index.html,In stock,Two
Lust & Wonder,11.87,https://books.toscrape.com/lust-wonder_191/index.html,In stock,Two
Lila (Gilead #3),12.47,https://books.toscrape.com/lila-gilead-3_190/index.html,In stock,Three
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,https://books.toscrape.com/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html,In stock,Two
Life Without a Recipe,59.04,https://books.toscrape.com/life-without-a-recipe_188/index.html,In stock,Five
Life After Life,26.13,https://books.toscrape.com/life-after-life_187/index.html,In stock,Two
Letter to a Christian Nation,22.20,https://books.toscrape.com/letter-to-a-christian-nation_186/index.html,In stock,One
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,https://books.toscrape.com/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html,In stock,One
Legend (Legend #1),43.69,https://books.toscrape.com/legend-legend-1_184/index.html,In stock,Four
"Lean In: Women, Work, and the Will to Lead",25.02,https://books.toscrape.com/lean-in-women-work-and-the-will-to-lead_183/index.html,In stock,One
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.50,https://books.toscrape.com/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html,In stock,Five
Lady Renegades (Rebel Belle #3),53.04,https://books.toscrape.com/lady-renegades-rebel-belle-3_181/index.html,In stock,Five
Jurassic Park (Jurassic Park #1),44.97,https://books.toscrape.com/jurassic-park-jurassic-park-1_180/index.html,In stock,One
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,https://books.toscrape.com/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html,In stock,One
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,https://books.toscrape.com/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html,In stock,Three
Into the Wild,56.70,https://books.toscrape.com/into-the-wild_177/index.html,In stock,Five
Inferno (Robert Langdon #4),41.00,https://books.toscrape.com/inferno-robert-langdon-4_176/index.html,In stock,Five
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,https://books.toscrape.com/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html,In stock,Three
If I Run (If I Run #1),49.97,https://books.toscrape.com/if-i-run-if-i-run-1_174/index.html,In stock,Four
I've Got Your Number,19.69,https://books.toscrape.com/ive-got-your-number_173/index.html,In stock,One
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,https://books.toscrape.com/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html,In stock,Two
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,https://books.toscrape.com/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html,In stock,Three
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.70,https://books.toscrape.com/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html,In stock,Two
House of Leaves,54.89,https://books.toscrape.com/house-of-leaves_169/index.html,In stock,One
