unique_id,cateogry_name,brand,product_name,Country_of_production,regular_price,diet_tags,diet_attributes,pack_size,package_type,weight,ingredients,price_per_unit,images,nutrition,manufacturersAddress,Phone_no,address,email,variety,breadcrumbs,pdp_url,describition,Unit_of_Measure,competitor_name
00-565920,Pilze,Erzberg,Erzberg Bio Kräuterseitlinge,Österreich,3.61,"pp-veget,pp-vegan,pp-bio,homecountry",,180g,Tasse,0.19,,20.06,"https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-565920-554547486-cc9L2jXP.jpg, https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-565920-402716365-9nqKKUHM.jpg",,,,,,,Obst & Gemüse > Pilze,https://shop.billa.at/produkte/erzberg-bio-kraeuterseitlinge-00565920,"Ein heimischer Genuss, nach höchsten Standards produziert. Besonders knackig und gschmackig. Der Erzberg-Stollen bietet optimale Voraussetzungen für unsere Kräuterseitlinge:, natürlich geschützter Anbau, reinste Bergluft und Quellwasser vom Berg, mineralhaltige Umgebung, energieschonendes Wachstum",kg,Billa
00-410667,Pilze,Ja! Natürlich,Ja! Natürlich Bio Austernpilze,Österreich,3.8,"pp-vegan,pp-bio,homecountry",,200g,Becher,0.21,,19.0,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-410667-1781056228-Map5Xa05.jpg,,,,,,,Obst & Gemüse > Pilze,https://shop.billa.at/produkte/ja-natuerlich-bio-austernpilze-00410667,"Die Ja! Natürlich Austernpilze werden in der Traube geerntet und sind dadurch länger haltbar. Ihr Geschmack ist mild-nussig, sie eigenen sich perfekt zum Braten, Marinieren und Grillen und sind ein beliebter Fleischersatz. Gemäß EU-Bio-Verordnung ohne Einsatz von chemisch-synthetischen Spritzmitteln und garantiert gentechnikfrei kommen sie ganzjährig aus Österreich. Aus österreichischer Bio-Landwirtschaft, Mild-nussiger umami Geschmack, Perfekt zum Braten, Marinieren und Grillen, Ohne Einsatz von chemisch-synthetischen Spritzmitteln*, Garantiert gentechnikfrei* Die Ja! Natürlich Austernpilze werden in der Traube geerntet und sind dadurch länger haltbar. Ihr Geschmack ist mild-nussig, sie eigenen sich perfekt zum Braten, Marinieren und Grillen und sind ein beliebter Fleischersatz. Gemäß EU-Bio-Verordnung ohne Einsatz von chemisch-synthetischen Spritzmitteln und garantiert gentechnikfrei kommen sie ganzjährig aus Österreich. Aus österreichischer Bio-Landwirtschaft, Mild-nussiger umami Geschmack, Perfekt zum Braten, Marinieren und Grillen, Ohne Einsatz von chemisch-synthetischen Spritzmitteln*, Garantiert gentechnikfrei* *gemäß EU-Bio-Verordnung",kg,Billa
00-88020,Trockenfrüchte & Nüsse,Ja! Natürlich,Ja! Natürlich Erdnüsse,Ägypten,1.49,"pp-veget,pp-vegan,pp-bio","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",150g,Beutel,0.155,"ERDNÜSSE MIT SCHALE* 100%.

*aus biologischer Landwirtschaft",9.93,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-88020-0467735461-Ri-v63fl.jpg,"Energie: 612.0 kcal, Energie: 2535.0 kJ, Fett: 50.0 g, davon gesättigte Fettsäuren: 6.9 g, Kohlenhydrate: 14.0 g, davon Zucker: 4.2 g, Eiweiß: 24.0 g, Salz: 0.02 g","Ja! Natürlich Naturprodukte Gesellschaft m.b.H., Postfach 2000, A-2355 Wr. Neudorf",+43 2236 600 6950,"Postfach 2000, A-2355 Wr. Neudorf",info@janatuerlich.at,,Obst & Gemüse > Trockenfrüchte & Nüsse,https://shop.billa.at/produkte/ja-natuerlich-erdnuesse-0088020,"Die Erdnüsse von Ja! Natürlich stammen aus den besten Anbaugebieten Ägyptens wo sie von ausgesuchten Bio-Bauern nach den strengen Richtlinien der biologischen Landwirtschaft angebaut werden. Die knackig in der Schale gerösteten Erdnüsse eignen sich ideal zum Knabbern zwischendurch, konnen aber auch in der asiatischen Küche als kostliche Zutat verwendet werden.",kg,Billa
00-89501,Trockenfrüchte & Nüsse,Ja! Natürlich,Ja! Natürlich Medjoul Datteln,Israel,3.99,"pp-veget,pp-vegan,pp-bio","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",200g,Packung,0.216,"Datteln Medjoul Getrocknet* 100%.

*aus biologischer Landwirtschaft",19.95,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-89501-01557330607-0Mgg7E-S.jpg,"Energie: 290.0 kcal, Energie: 1227.0 kJ, Fett: 0.5 g, davon gesättigte Fettsäuren: 0.0 g, Kohlenhydrate: 65.0 g, davon Zucker: 64.0 g, Eiweiß: 1.9 g, Salz: 0.09 g","Ja! Natürlich Naturprodukte Gesellschaft m.b.H., Postfach 2000, A-2355 Wr. Neudorf",+43 2236 600 6950,"Postfach 2000, A-2355 Wr. Neudorf",info@janatuerlich.at,,Obst & Gemüse > Trockenfrüchte & Nüsse,https://shop.billa.at/produkte/ja-natuerlich-medjoul-datteln-0089501,"Genießen wie ein Konig: Die Medjoul Datteln von Ja! Natürlich versprechen sowohl als Rohkost als auch in zahlreichen Kochrezepten einen furstlichen Hochgenuss. extragroße Früchte, getrocknet, echte Bio-Qualität",kg,Billa
00-483128,Trockenfrüchte & Nüsse,BILLA Bio,BILLA Bio Walnusskerne,,3.49,"pp-vegan,pp-bio","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",150g,Beutel,0.16,"Bio-WALNÜSSE* 100%.

*aus kontrolliert biologischer Landwirtschaft",23.27,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-483128-1589606341-crxhu43g.jpg,"Energie: 685.0 kcal, Energie: 2831.0 kJ, Fett: 63.0 g, davon gesättigte Fettsäuren: 6.8 g, davon einfach ungesättigte Fettsäuren: 11.0 g, davon mehrfach ungesättigte Fettsäuren: 42.0 g, Kohlenhydrate: 11.0 g, davon Zucker: 7.0 g, davon mehrwertige Alkohole: 0.0 g, Eiweiß: 17.0 g, Salz: 0.01 g","Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Obst & Gemüse > Trockenfrüchte & Nüsse,https://shop.billa.at/produkte/billa-bio-walnusskerne-00483128,"Was diese Bio-Walnüsse mit einem Wal zu tun haben? Wahrscheinlich nichts. Umso mehr aber mit Snacken, Backen und Genießen. Da bleibt dem Feinschmecker keine Wahl. Von Natur aus reich an einfach ungesättigten Fettsäuren. Unterwegs ein Snack? Check!, Das hört man Kern: Frei von chemisch-synthetischen Pflanzenschutzmitteln gemäß EU-Bio-Verordnung. Salate, Käseplatten, Müsli - eine Nuss, so viele Möglichkeiten!",kg,Billa
00-336636,Trockenfrüchte & Nüsse,Billa immer gut,BILLA Pinienkerne,Volksrepublik China,3.49,"pp-veget,pp-vegan","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",100g,Beutel,0.102,,34.9,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-336636-0499664248-KzUAMM3e.jpg,"Energie: 702.0 kcal, Energie: 2902.0 kJ, Fett: 64.0 g, davon gesättigte Fettsäuren: 6.6 g, Kohlenhydrate: 11.0 g, davon Zucker: 4.4 g, Eiweiß: 18.0 g, Salz: 0.03 g","BILLA AG, Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Obst & Gemüse > Trockenfrüchte & Nüsse,https://shop.billa.at/produkte/billa-pinienkerne-00336636,"Die BILLA immer gut Pinienkerne schmecken süß und mandelartig. Sie passen gut in Fruchtsalate und Kuchen. Aber auch in warmen Reisgerichten entfalten sie hervorragend ihr Aroma, da so ihr feinharziger und nussiger Geschmack noch besser zur Geltung kommt. süß und mandelartig, feinharzig und nussig",kg,Billa
00-664915,Trockenfrüchte & Nüsse,Ja! Natürlich,Ja! Natürlich Marillen,,5.79,"pp-veget,pp-vegan,pp-bio",,200g,Packung,0.205,Bio-Marillen Getrocknet und Entsteint,28.95,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-664915-0191852732-Ft1vWVx6.jpg,"Energie: 255.0 kcal, Energie: 1076.0 kJ, Fett: 0.5 g, davon gesättigte Fettsäuren: 0.1 g, davon einfach ungesättigte Fettsäuren: 0.2 g, davon mehrfach ungesättigte Fettsäuren: 0.2 g, Kohlenhydrate: 48.0 g, davon Zucker: 48.0 g, Ballaststoffe: 18.0 g, Eiweiß: 5.0 g, Salz: 0.03 g, Organische Säuren: 1.3 g","Ja! Natürlich Naturprodukte Gesellschaft m.b.H., Postfach 2000, A-2355 Wr. Neudorf",+43 2236 600 6950,"Postfach 2000, A-2355 Wr. Neudorf",info@janatuerlich.at,,Obst & Gemüse > Trockenfrüchte & Nüsse,https://shop.billa.at/produkte/ja-natuerlich-marillen-00664915,"Ja! Naturlich Marillen werden besonders schonend getrocknet. So bleibt der süße, fruchtige Geschmack der Ja! Naturlich Marillen zur Ganze erhalten. Durch den Trocknungsvorgang wird den Marillen Wasser entzogen. Dies bewirkt nicht nur eine langere Haltbarkeit sondern vor allem eine hohere Konzentration an Ballaststoffen, Vitaminen und Mineralstoffen als in Frischobst. Das regt die Verdauung an und fordert das Wohlbefinden.Die Ja! Natürlich Marillen schmecken pur genossen und sind ein idealer Energiespender fur Zwischendurch. Sie eignen sich aber auch zum Verfeinern von Müslis, Joghurt, Mehl- und Süßspeisen.Unsere Bio-Marillen sind im Gegensatz zu konventionellen Marillen nicht geschwefelt, weswegen sie eine dunkle Farbe haben. Zusätzlich hängt die Färbung der getrockneten Marille noch von der Größe ab. Kleinere Marillen mit weniger Fruchtfleisch liegen genauso lange nach der Ernte in der Sonne zum Trocknen wie große. So kann bei den kleineren eine dünklere Farbe entstehen. Da es sich hierbei um ein Naturprodukt handelt, kann es zu diesen natürlichen Schwankungen kommen.",kg,Billa
00-506702,Trockenfrüchte & Nüsse,BILLA Bio,BILLA Bio Rosinen,Südafrika,4.99,"pp-veget,pp-vegan,pp-bio",,500g,Beutel,0.5,"Bio-Rosinen 99.5%, Bio-Sonnenblumenöl .5%",9.98,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-506702-0207719987-acaEN9pg.jpg,"Energie: 1262.0 kJ, Energie: 298.0 kcal, Fett: 0.6 g, davon gesättigte Fettsäuren: 0.2 g, Kohlenhydrate: 68.0 g, davon Zucker: 67.0 g, Ballaststoffe: 5.2 g, Eiweiß: 2.5 g, Salz: 0.05 g",,,,,,Obst & Gemüse > Trockenfrüchte & Nüsse,https://shop.billa.at/produkte/billa-bio-rosinen-00506702,"Wer sich die besten Bio-Rosinen aus dem Regal picken will ist hier richtig. Unsere kleinen Früchtchen haben ihr Aroma ins Trockene gebracht und versüßen damit gerne das Leben. Schon genusst? Gentechnikfrei und ungeschwefelt, Frei von chemisch-synthetischen Pflanzenschutzmitteln - pure Bio-Freude!, Bringen orientalische Süße in den Couscous, Sinken die Rosinen im Teig ab? Einfach mit ein bisschen Mehl bestreuen!",kg,Billa
00-492004,Trockenfrüchte & Nüsse,BILLA Bio,BILLA Bio Haselnusskerne Ganz,Türkei,4.99,"pp-veget,pp-vegan,pp-bio","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",200g,Beutel,0.203,"Bio - HASELNUSSKERNE 

",24.95,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-492004-0117139419-n-R41qeC.jpg,"Energie: 670.0 kcal, Energie: 2768.0 kJ, Fett: 58.0 g, davon gesättigte Fettsäuren: 4.5 g, davon einfach ungesättigte Fettsäuren: 46.0 g, davon mehrfach ungesättigte Fettsäuren: 7.9 g, Kohlenhydrate: 17.0 g, davon Zucker: 4.3 g, Eiweiß: 15.0 g, Salz: 0.0 g","Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Rein Pflanzlich > Vorratsschrank > Rund ums Backen,https://shop.billa.at/produkte/billa-bio-haselnusskerne-ganz-00492004,"Millionen von Hamstern können nicht irren: Bio-Haselnüsse sind einfach köstlich! Zum Snacken und Backen gleichermaßen geeignet. Und dank mehrfach ungesättigter Fettsäuren ein echter Fitmacher. Reich an mehrfach ungesättigten Fettsäuren, Eine Handvoll am Tag? Mit Handkuss! Sagt die ausgewogene Ernährung, Auch bei pikanten Gerichten bekannt, Das hört man Kern: Frei von chemisch-synthetischen Pflanzenschutzmitteln, Schon genusst? Gentechnikfrei, Unterwegs ein Snack? Check!",kg,Billa
00-356524,Trockenfrüchte & Nüsse,Billa immer gut,BILLA Mango getrocknet,Ghana,2.29,"pp-veget,pp-vegan","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",90g,Packung,0.097,"Zutaten: Mango, Konservierungsstoff: SCHWEFELDIOXID.",25.44,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-356524-0169495675-a4wodbir.jpg,"Energie: 299.0 kcal, Energie: 1267.0 kJ, Fett: 1.2 g, davon gesättigte Fettsäuren: 0.4 g, Kohlenhydrate: 66.0 g, davon Zucker: 61.0 g, Eiweiß: 2.6 g, Salz: 0.22 g","BILLA AG, Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Obst & Gemüse > Trockenfrüchte & Nüsse,https://shop.billa.at/produkte/billa-mango-getrocknet-00356524,"100% getrocknete Frucht ohne Zuckerzusatz: Intensiv fruchtig und süß im Geschmack eignen sich die getrockneten Mangos von BILLA hervorragend als exotisches Topping für Salat, Müsli oder Porridge oder als vitaminreicher Snack zwischendurch!",kg,Billa
00-418036,Trockenfrüchte & Nüsse,Seeberger,Seeberger Walnusskerne Extra,,5.49,"pp-veget,pp-vegan,pp-glutenfr",,150g,Beutel,0.15,,36.6,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-418036-1355534520-OMil0HW9.jpg,"Energie: 717.0 kcal, Energie: 2957.0 kJ, Fett: 69.0 g, davon gesättigte Fettsäuren: 6.4 g, Kohlenhydrate: 6.0 g, davon Zucker: 2.6 g, Eiweiß: 16.0 g, Salz: 0.01 g, Vitamin E: 25.0 mg, Omega-3-Fettsäuren: 9.8 g","Seeberger GmbH, D-89025 Ulm, Deutschland",,"D-89025 Ulm, Deutschland",,,Vorratsschrank > Süßes & Salziges > Trockenfrüchte,https://shop.billa.at/produkte/seeberger-walnusskerne-extra-00418036,"Leicht süßlich und wunderbar aromatisch: Die Walnusskerne Extra von Seeberger sind köstlich als Snack und eine beliebte Zutat fürs Kochen und Backen. essfertige Walnusskerne, enthalten Vitamin E und Omega-3-Fettsäuren",kg,Billa
00-317495,Trockenfrüchte & Nüsse,Alnatura,Alnatura Feigen,Deutschland,5.49,"pp-veget,pp-vegan,pp-bio",,250g,Beutel,0.254,"Zutaten: Feigen* *aus biologischer Landwirtschaft. Kann Spuren von Erdnuss, Mandel und Nüssen enthalten.",21.96,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-317495-230373786-skuE-qSx.jpg,"Energie: 275.0 kcal, Energie: 1161.0 kJ, Fett: 1.3 g, davon gesättigte Fettsäuren: 0.2 g, davon einfach ungesättigte Fettsäuren: 0.3 g, davon mehrfach ungesättigte Fettsäuren: 0.6 g, Kohlenhydrate: 55.0 g, davon Zucker: 55.0 g, Ballaststoffe: 13.0 g, Eiweiß: 3.5 g, Salz: 0.1 g","Alnatura GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt",,"Mahatma-Gandhi-Straße 7, 64295 Darmstadt",,,Obst & Gemüse > Trockenfrüchte & Nüsse,https://shop.billa.at/produkte/alnatura-feigen-00317495,"Die Alnatura Feigen besitzen eine weiche Fruchthaut und viel zartes Fruchtmark. Sie zeichnen sich durch ein ausgeprägtes Aroma sowie einen fruchtig-intensiven Geschmack aus. Feigen schmecken als Müslizutat, im Obstsalat, in Desserts, Brot und Backwaren oder zu pikanten Gerichten mit Wild und Lamm. Die Alnatura Feigen stammen aus biologischer Landwirtschaft.",kg,Billa
00-497795,Trockenfrüchte & Nüsse,CLEVER,Clever Datteln,Italien,1.89,"pp-veget,pp-vegan","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",200g,Beutel,0.207,"Zutaten: Getrocknete Datteln 98%, Wasser.",9.45,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-497795-370805003-5qGnMSMM.jpg,"Energie: 263.0 kcal, Energie: 1113.0 kJ, Fett: 0.0 g, davon gesättigte Fettsäuren: 0.0 g, Kohlenhydrate: 60.0 g, davon Zucker: 50.0 g, Eiweiß: 1.0 g, Salz: 0.0 g","BILLA AG, Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Obst & Gemüse > Trockenfrüchte & Nüsse,https://shop.billa.at/produkte/clever-datteln-00497795,"Die getrockneten clever Datteln sind der gesunde Snack gegen den Heißhunger. Wer auf Süßes verzichten will, liegt mit den clever Datteln super im Trend. Auch beim Backen können die bereits entkernten clever Datteln als Zuckerersatz verwendet werden. auch zum Süßen geeignet, bereits entkernt",kg,Billa
00-317489,Trockenfrüchte & Nüsse,Alnatura,Alnatura Apfel Chips,Deutschland,2.49,"pp-veget,pp-vegan,pp-bio",,70g,Beutel,0.076,"Zutaten: Apfel* *aus biologischer Landwirtschaft. Kann Spuren von Erdnuss, Mandel und Nüssen enthalten.",35.57,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-317489-0497441369-mxC6YQr9.jpg,"Energie: 348.0 kcal, Energie: 1469.0 kJ, Fett: 0.8 g, davon gesättigte Fettsäuren: 0.2 g, davon einfach ungesättigte Fettsäuren: 0.1 g, davon mehrfach ungesättigte Fettsäuren: 0.4 g, Kohlenhydrate: 74.0 g, davon Zucker: 67.0 g, Ballaststoffe: 15.0 g, Eiweiß: 2.7 g, Salz: 0.01 g","Alnatura GmbH, Mahatma-Gandhi-Straße 7, 64295 Darmstadt",,"Mahatma-Gandhi-Straße 7, 64295 Darmstadt",,,Obst & Gemüse > Trockenfrüchte & Nüsse,https://shop.billa.at/produkte/alnatura-apfel-chips-00317489,Die Alnatura Apfelchips sind eine knusprig leichte Leckerei aus schonend getrockneten Apfelscheiben. Alle Früchte stammen aus ökologischer Landwirtschaft.,kg,Billa
00-446246,Trockenfrüchte & Nüsse,Ja! Natürlich,Ja! Natürlich Kürbiskerne Natur geröstet & gesalzen,Österreich,3.29,"pp-veget,pp-lakto,pp-vegan,pp-bio,homecountry",,200g,Beutel,0.204,"Bio-Kürbiskerne 99%, Salz 1%",16.45,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-446246-0238037491-JbM2JzMj.jpg,"Energie: 2413.0 kJ, Energie: 582.0 kcal, Fett: 46.0 g, davon gesättigte Fettsäuren: 9.4 g, Kohlenhydrate: 2.0 g, davon Zucker: 1.4 g, Ballaststoffe: 6.0 g, Eiweiß: 37.0 g, Salz: 1.3 g","Ja! Natürlich Naturprodukte Gesellschaft m.b.H., Postfach 2000, A-2355 Wr. Neudorf",+43 2236 600 6950,"Postfach 2000, A-2355 Wr. Neudorf",info@janatuerlich.at,,Obst & Gemüse > Trockenfrüchte & Nüsse,https://shop.billa.at/produkte/ja-natuerlich-kuerbiskerne-natur-geroestet-und-gesalzen-00446246,"Die Ja! Natürlich Bio-Kurbiskerne werden nach hochsten biologischen Standards in Niederosterreich und dem Burgenland angebaut. Nach der Ernte werden sie gerostet und mit Salz verfeinert, wodurch ihr aromatisch-nussiger Geschmack noch besser zur Geltung kommt. So werden sie zum perfekten Snack fur zwischendurch.Unsere Ja! Natürlich Bio-Kürbiskerne geröstet & gesalzen eignen sich hervorragend zum Garnieren von Salaten oder Suppen und geben Brot und Gebäck eine würzige Note.",kg,Billa
00-889818,Trockenfrüchte & Nüsse,Billa immer gut,BILLA Trockenpflaumen,Chile,3.99,"pp-veget,pp-vegan","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",500g,Becher,0.53,"Zutaten: Trockenpflaumen, Konservierungsstoff: Kaliumsorbat.",7.98,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-889818-0884229085-Nd-BOhwL.jpg,"Energie: 233.0 kcal, Energie: 988.0 kJ, Fett: 0.5 g, davon gesättigte Fettsäuren: 0.1 g, Kohlenhydrate: 55.0 g, davon Zucker: 34.0 g, Eiweiß: 2.0 g, Salz: 0.05 g","BILLA AG, Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Obst & Gemüse > Trockenfrüchte & Nüsse,https://shop.billa.at/produkte/billa-trockenpflaumen-00889818,"Dunkle Trockenpflaumen von BILLA sind eine saftige und süße Versuchung. Der gesunde Snack in der praktischen Becherverpackung stillt schnell den Heißhunger. entsteint und mundgerecht, ungeschwefelte, saftige Dörrzwetschken",kg,Billa
00-397238,Trockenfrüchte & Nüsse,Billa immer gut,BILLA Sonnenblumenkerne,Bulgarien,1.89,"pp-veget,pp-vegan","Glutenfrei - Spezifiziert als geeignet für eine glutenfreie Diät, Vegetarisch - Ohne Fleisch, Fisch oder andere tierische Produkte, Vegan - Ohne Milchprodukte und tierische Inhaltsstoffe",500g,Beutel,0.505,,3.78,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-397238-0142107420-7ufvalnK.jpg,"Energie: 670.0 kcal, Energie: 2768.0 kJ, Fett: 62.0 g, davon gesättigte Fettsäuren: 7.3 g, Kohlenhydrate: 6.8 g, davon Zucker: 2.5 g, Eiweiß: 19.0 g, Salz: 0.0 g","BILLA AG, Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",0800 828 700,"Billa AG, IZ NÖ Süd, Straße 3, Objekt 16, 2355 Wr. Neudorf",kundenservice@billa.at,,Obst & Gemüse > Trockenfrüchte & Nüsse,https://shop.billa.at/produkte/billa-sonnenblumenkerne-00397238,"Die BILLA immer gut Sonnenblumenkerne eignen sich hervorragend zum Garnieren von Salaten und geben Brot und Gebäck eine raffinierte Note. Auch in Müsli-Mischungen werden sie gerne gemischt oder einfach nur als Snack für zwischendurch geknabbert. Wie Nüsse sind sie ein idealer Energiespender und fordern geistige Leistungsfähigkeit. zum Garnieren von Salaten oder Brot und Gebäck, als Snack für Zwischendurch",kg,Billa
00-436514,Trockenfrüchte & Nüsse,Ja! Natürlich,Ja! Natürlich Bio Sultaninen,Türkei,2.39,"pp-veget,pp-vegan,pp-bio",,200g,Beutel,0.21,"Bio-Sultaninen, Bio-Sonnenblumenöl",11.95,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-436514-1365078240-RttDT0I-.jpg,"Energie: 1405.0 kJ, Energie: 331.0 kcal, Fett: 0.5 g, davon gesättigte Fettsäuren: 0.1 g, Kohlenhydrate: 77.0 g, davon Zucker: 60.0 g, Ballaststoffe: 3.8 g, Eiweiß: 3.1 g, Salz: 0.03 g","Ja! Natürlich Naturprodukte Gesellschaft m.b.H., Postfach 2000, A-2355 Wr. Neudorf",+43 2236 600 6950,"Postfach 2000, A-2355 Wr. Neudorf",info@janatuerlich.at,,Obst & Gemüse > Trockenfrüchte & Nüsse,https://shop.billa.at/produkte/ja-natuerlich-bio-sultaninen-00436514,"Durch sorgfältige Ernte und schonende Trocknung unserer Bio-Sultaninen bleibt ihr intensiv-fruchtige Geschmack bestens erhalten. Während des Trocknungsvorgangs wird den Früchten Wasser entzogen und somit sind sie länger haltbar. ungeschwefelt, sonnnengetrocknet, perfekt zum Backen oder in Nussmischungen & Müslis",kg,Billa
00-348371,Trockenfrüchte & Nüsse,Lorenz,Lorenz Studentenfutter Original,Deutschland,3.69,"pp-veget,pp-vegan",,175g,Packung,0.18,"Zutaten: Rosinen, ERDNUSSKERNE, blanchierte MANDELN , HASELNUSSKERNE, geröstete CASHEWKERNE , Sonnenblumenöl, ERDNUSSÖL. Kann auch andere SCHALENFRÜCHTE enthalten.",21.09,https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-348371-0125427151-PJWyzsio.jpg,"Energie: 1988.0 kJ, Energie: 478.0 kcal, Fett: 30.0 g, davon gesättigte Fettsäuren: 4.5 g, Kohlenhydrate: 34.0 g, davon Zucker: 29.0 g, Ballaststoffe: 7.8 g, Eiweiß: 14.0 g, Salz: 0.06 g","The Lorenz Bahlsen Snack-World GmbH & Co KG Germany, Rathenaustr. 54, D-63263 Neu-Isenburg",,"Rathenaustr. 54, D-63263 Neu-Isenburg",,,Obst & Gemüse > Trockenfrüchte & Nüsse,https://shop.billa.at/produkte/lorenz-studentenfutter-original-00348371,"Zur Herstellung von Lorenz Studentenfutter Original verwenden wir Rohwaren aus Spitzenanbaugebieten der Welt, die wir unter ständiger Kontrolle schonend verarbeiten, mischen und unter Schutzatmosphäre verpacken.",kg,Billa
